Hour,TaskCount,TotalGPU,TotalGPUHour,Count_RegionA_RealTimeInference,GPU_RegionA_RealTimeInference,GPUHour_RegionA_RealTimeInference,Count_RegionA_BatchInference,GPU_RegionA_BatchInference,GPUHour_RegionA_BatchInference,Count_RegionA_AITraining,GPU_RegionA_AITraining,GPUHour_RegionA_AITraining,Count_RegionB_RealTimeInference,GPU_RegionB_RealTimeInference,GPUHour_RegionB_RealTimeInference,Count_RegionB_BatchInference,GPU_RegionB_BatchInference,GPUHour_RegionB_BatchInference,Count_RegionB_AITraining,GPU_RegionB_AITraining,GPUHour_RegionB_AITraining,Count_RegionC_RealTimeInference,GPU_RegionC_RealTimeInference,GPUHour_RegionC_RealTimeInference,Count_RegionC_BatchInference,GPU_RegionC_BatchInference,GPUHour_RegionC_BatchInference,Count_RegionC_AITraining,GPU_RegionC_AITraining,GPUHour_RegionC_AITraining,Count_RegionD_RealTimeInference,GPU_RegionD_RealTimeInference,GPUHour_RegionD_RealTimeInference,Count_RegionD_BatchInference,GPU_RegionD_BatchInference,GPUHour_RegionD_BatchInference,Count_RegionD_AITraining,GPU_RegionD_AITraining,GPUHour_RegionD_AITraining,Count_RegionE_RealTimeInference,GPU_RegionE_RealTimeInference,GPUHour_RegionE_RealTimeInference,Count_RegionE_BatchInference,GPU_RegionE_BatchInference,GPUHour_RegionE_BatchInference,Count_RegionE_AITraining,GPU_RegionE_AITraining,GPUHour_RegionE_AITraining,Count_RegionF_RealTimeInference,GPU_RegionF_RealTimeInference,GPUHour_RegionF_RealTimeInference,Count_RegionF_BatchInference,GPU_RegionF_BatchInference,GPUHour_RegionF_BatchInference,Count_RegionF_AITraining,GPU_RegionF_AITraining,GPUHour_RegionF_AITraining
1893,14,453,1543.6999999999998,1.0,6.0,17.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.9,1.0,12.0,51.8,0.0,0.0,0.0,1.0,3.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,97.76666666666667,2.0,53.0,183.13333333333333,0.0,0.0,0.0,1.0,9.0,48.75,1.0,123.0,311.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.0,184.0,811.65
1894,19,300,670.5666666666667,0.0,0.0,0.0,2.0,30.0,59.0,0.0,0.0,0.0,3.0,10.0,24.18333333333333,2.0,32.0,128.2,0.0,0.0,0.0,2.0,7.0,22.783333333333335,1.0,23.0,33.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,101.81666666666666,1.0,68.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,145.93333333333334,1.0,2.0,4.333333333333333,2.0,24.0,97.38333333333333,1.0,18.0,9.0
1895,18,300,1024.95,2.0,6.0,34.66666666666667,2.0,24.0,129.1,0.0,0.0,0.0,2.0,9.0,14.016666666666666,2.0,19.0,59.41666666666667,0.0,0.0,0.0,3.0,11.0,40.08333333333333,1.0,19.0,71.56666666666666,1.0,103.0,291.83333333333337,0.0,0.0,0.0,2.0,13.0,51.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.666666666666666,1.0,50.0,97.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,228.23333333333332
1896,29,867,3606.35,2.0,6.0,24.73333333333333,1.0,10.0,35.33333333333333,0.0,0.0,0.0,2.0,8.0,45.35,2.0,26.0,140.36666666666667,1.0,104.0,546.0,3.0,6.0,17.916666666666664,1.0,6.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,302.0,1553.0166666666667,1.0,3.0,8.100000000000001,2.0,42.0,239.33333333333334,5.0,291.0,901.0999999999999,0.0,0.0,0.0,1.0,5.0,16.5,3.0,58.0,51.2
1897,18,571,1060.85,2.0,8.0,29.25,1.0,7.0,9.333333333333332,0.0,0.0,0.0,3.0,14.0,22.250000000000004,0.0,0.0,0.0,2.0,154.0,230.53333333333333,3.0,15.0,67.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,261.58333333333337,0.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,324.71666666666664,1.0,3.0,11.3,1.0,19.0,9.816666666666668,2.0,129.0,94.65
1898,14,348,987.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,33.83333333333333,1.0,8.0,23.333333333333332,0.0,0.0,0.0,3.0,12.0,21.116666666666667,2.0,30.0,108.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,47.6,2.0,146.0,407.7833333333333,0.0,0.0,0.0,1.0,16.0,104.26666666666667,1.0,73.0,31.633333333333333,0.0,0.0,0.0,1.0,4.0,16.6,1.0,40.0,193.33333333333331
1899,15,389,1364.0,3.0,15.0,61.08333333333334,2.0,21.0,57.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,47.31666666666666,0.0,0.0,0.0,1.0,1.0,0.18333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,97.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,13.933333333333332,2.0,164.0,753.9000000000001,0.0,0.0,0.0,2.0,34.0,118.35,1.0,98.0,213.96666666666664
1900,20,703,2144.5166666666664,3.0,15.0,45.88333333333333,1.0,13.0,26.43333333333333,0.0,0.0,0.0,1.0,7.0,38.96666666666667,3.0,61.0,164.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,24.7,0.0,0.0,0.0,1.0,3.0,2.75,1.0,4.0,11.0,6.0,461.0,1420.6,0.0,0.0,0.0,2.0,23.0,52.06666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,357.2833333333333
1901,23,506,1874.0333333333333,4.0,14.0,59.550000000000004,1.0,9.0,54.599999999999994,0.0,0.0,0.0,3.0,15.0,79.9,3.0,49.0,134.55,0.0,0.0,0.0,3.0,12.0,56.03333333333333,1.0,8.0,23.866666666666667,1.0,20.0,103.0,0.0,0.0,0.0,1.0,6.0,1.9,2.0,136.0,663.8166666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,169.0,470.0166666666667,0.0,0.0,0.0,1.0,15.0,75.75,1.0,53.0,151.05
1902,15,353,819.8333333333333,1.0,6.0,5.8,1.0,13.0,27.516666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,23.833333333333332,0.0,0.0,0.0,3.0,11.0,47.65,2.0,16.0,50.51666666666666,1.0,83.0,152.16666666666666,0.0,0.0,0.0,2.0,35.0,55.25,1.0,35.0,187.83333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.799999999999997,0.0,0.0,0.0,2.0,126.0,252.46666666666667
1903,30,562,2023.3000000000002,6.0,14.0,48.03333333333333,3.0,57.0,114.56666666666668,1.0,60.0,298.0,3.0,9.0,15.683333333333334,2.0,19.0,107.38333333333334,0.0,0.0,0.0,3.0,9.0,26.916666666666664,1.0,23.0,66.31666666666666,1.0,62.0,383.3666666666667,1.0,4.0,18.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,0.0,0.0,0.0,4.0,162.0,618.6,1.0,5.0,25.0,1.0,11.0,35.56666666666667,2.0,123.0,251.6
1904,21,378,1419.1166666666666,2.0,9.0,36.88333333333333,1.0,17.0,10.483333333333334,0.0,0.0,0.0,2.0,6.0,20.9,2.0,34.0,107.0,0.0,0.0,0.0,3.0,10.0,17.616666666666667,2.0,37.0,56.18333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,222.79999999999998,1.0,110.0,590.3333333333333,0.0,0.0,0.0,1.0,7.0,10.966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,115.88333333333335,1.0,68.0,230.06666666666666
1905,17,478,1789.8000000000002,2.0,11.0,50.516666666666666,1.0,11.0,23.283333333333335,0.0,0.0,0.0,1.0,7.0,36.050000000000004,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,39.88333333333333,1.0,21.0,18.55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,123.6,3.0,211.0,604.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,157.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,137.0,736.1166666666668
1906,17,337,889.3166666666667,4.0,9.0,30.6,1.0,8.0,7.866666666666666,0.0,0.0,0.0,2.0,9.0,23.05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,18.46666666666667,2.0,36.0,106.5,0.0,0.0,0.0,1.0,7.0,10.85,1.0,20.0,14.0,1.0,114.0,32.3,0.0,0.0,0.0,1.0,11.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,573.0833333333334
1907,18,319,1485.5,2.0,12.0,54.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,44.91666666666667,2.0,28.0,141.66666666666669,0.0,0.0,0.0,1.0,5.0,26.416666666666664,0.0,0.0,0.0,2.0,44.0,101.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,242.33333333333331,0.0,0.0,0.0,2.0,19.0,67.53333333333333,3.0,120.0,678.0333333333333,1.0,7.0,6.6499999999999995,2.0,23.0,121.78333333333333,0.0,0.0,0.0
1908,19,596,2076.55,2.0,12.0,35.35,3.0,34.0,44.733333333333334,0.0,0.0,0.0,1.0,1.0,2.9833333333333334,0.0,0.0,0.0,1.0,110.0,674.6666666666667,0.0,0.0,0.0,2.0,41.0,233.75,1.0,46.0,154.1,0.0,0.0,0.0,1.0,16.0,5.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,36.9,3.0,187.0,215.61666666666667,0.0,0.0,0.0,3.0,31.0,110.21666666666667,1.0,109.0,563.1666666666667
1909,23,891,2711.8,1.0,3.0,9.45,1.0,17.0,62.33333333333333,2.0,232.0,826.2333333333333,2.0,10.0,46.03333333333333,1.0,23.0,16.099999999999998,1.0,80.0,116.0,2.0,8.0,36.699999999999996,1.0,4.0,17.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,51.16666666666667,4.0,221.0,656.5833333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,229.0,757.3,0.0,0.0,0.0,3.0,30.0,116.16666666666669,0.0,0.0,0.0
1910,19,401,1277.9833333333333,3.0,16.0,62.25,4.0,61.0,252.13333333333333,0.0,0.0,0.0,2.0,9.0,47.38333333333333,2.0,16.0,24.133333333333333,0.0,0.0,0.0,2.0,12.0,6.8999999999999995,0.0,0.0,0.0,1.0,56.0,176.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,157.0,368.0333333333333,1.0,6.0,15.1,1.0,23.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,284.25
1911,19,695,2750.55,2.0,10.0,40.75,1.0,20.0,114.0,0.0,0.0,0.0,1.0,2.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,52.333333333333336,2.0,37.0,148.53333333333333,1.0,112.0,375.2,0.0,0.0,0.0,1.0,21.0,132.65,2.0,78.0,391.85,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,785.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,222.0,701.3666666666666
1912,25,635,2381.0833333333335,3.0,15.0,34.74999999999999,4.0,53.0,218.41666666666669,1.0,30.0,46.5,3.0,11.0,29.366666666666667,1.0,21.0,13.299999999999999,1.0,28.0,179.66666666666669,2.0,10.0,20.666666666666664,2.0,24.0,129.9,1.0,74.0,355.2,0.0,0.0,0.0,1.0,17.0,7.083333333333334,2.0,181.0,561.3333333333333,0.0,0.0,0.0,1.0,20.0,76.33333333333334,2.0,106.0,632.0666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,76.5
1913,17,369,1366.3666666666668,1.0,1.0,0.9333333333333333,1.0,4.0,8.0,0.0,0.0,0.0,4.0,18.0,36.300000000000004,3.0,43.0,118.91666666666667,0.0,0.0,0.0,1.0,7.0,14.466666666666669,1.0,4.0,22.666666666666668,1.0,111.0,571.6500000000001,1.0,7.0,8.516666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,70.4,2.0,143.0,498.01666666666665
1914,25,777,3160.9333333333334,2.0,6.0,19.7,1.0,5.0,8.75,0.0,0.0,0.0,1.0,4.0,1.6,2.0,45.0,87.91666666666667,1.0,107.0,370.93333333333334,2.0,4.0,15.866666666666667,1.0,8.0,34.266666666666666,1.0,124.0,607.6,0.0,0.0,0.0,3.0,46.0,137.51666666666668,4.0,249.0,1079.5166666666667,0.0,0.0,0.0,1.0,5.0,1.4166666666666665,2.0,57.0,242.21666666666667,0.0,0.0,0.0,1.0,7.0,19.133333333333333,3.0,110.0,534.5
1915,19,463,1510.0166666666667,2.0,11.0,47.3,3.0,31.0,132.86666666666665,0.0,0.0,0.0,1.0,3.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,35.6,2.0,38.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,116.33333333333334,0.0,0.0,0.0,2.0,5.0,20.833333333333336,1.0,11.0,61.599999999999994,3.0,229.0,680.8833333333333,0.0,0.0,0.0,1.0,7.0,2.8000000000000003,1.0,93.0,342.54999999999995
1916,13,186,775.5,2.0,11.0,49.43333333333333,1.0,17.0,81.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,137.78333333333333,1.0,68.0,259.53333333333336,3.0,12.0,39.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,26.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,130.96666666666667,0.0,0.0,0.0
1917,25,811,2926.5666666666666,4.0,9.0,25.633333333333333,3.0,41.0,227.34999999999997,1.0,21.0,89.6,1.0,1.0,1.0833333333333333,1.0,4.0,7.533333333333333,2.0,149.0,645.6666666666667,3.0,14.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.8,2.0,160.0,651.5,0.0,0.0,0.0,1.0,19.0,92.14999999999999,3.0,218.0,1057.5333333333333,0.0,0.0,0.0,1.0,7.0,18.2,2.0,154.0,61.81666666666668
1918,25,801,3263.2833333333333,0.0,0.0,0.0,1.0,15.0,73.75,1.0,53.0,325.95000000000005,4.0,17.0,57.21666666666666,1.0,19.0,14.883333333333333,0.0,0.0,0.0,2.0,6.0,24.7,0.0,0.0,0.0,1.0,35.0,69.41666666666667,0.0,0.0,0.0,1.0,6.0,13.7,4.0,206.0,931.7833333333333,1.0,4.0,21.0,3.0,41.0,90.58333333333334,2.0,146.0,832.8666666666668,0.0,0.0,0.0,2.0,38.0,121.76666666666665,2.0,215.0,685.6666666666667
1919,18,741,2021.2333333333333,3.0,16.0,51.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.2,2.0,17.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,40.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,66.18333333333334,2.0,183.0,817.65,0.0,0.0,0.0,2.0,29.0,58.64999999999999,4.0,327.0,881.4833333333333,0.0,0.0,0.0,1.0,13.0,18.633333333333333,1.0,115.0,42.166666666666664
1920,22,430,1464.45,5.0,17.0,66.89999999999999,3.0,30.0,131.88333333333333,0.0,0.0,0.0,1.0,2.0,8.1,1.0,12.0,51.8,0.0,0.0,0.0,4.0,19.0,57.016666666666666,1.0,20.0,103.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,142.56666666666666,3.0,209.0,441.26666666666665,0.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0,461.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,19,785,2339.45,4.0,11.0,53.61666666666666,1.0,20.0,89.66666666666667,1.0,127.0,192.61666666666665,3.0,15.0,59.38333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.6,1.0,15.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,77.06666666666666,2.0,195.0,765.0166666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,197.0,221.60000000000002,0.0,0.0,0.0,1.0,5.0,29.666666666666668,2.0,181.0,814.9666666666667
1922,18,702,2757.9833333333336,3.0,12.0,19.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,18.733333333333334,1.0,6.0,29.099999999999998,1.0,120.0,516.0,2.0,9.0,40.483333333333334,0.0,0.0,0.0,1.0,104.0,19.066666666666666,0.0,0.0,0.0,1.0,4.0,13.8,5.0,310.0,1368.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,124.0,732.3666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,20,692,1856.0666666666666,4.0,10.0,14.05,0.0,0.0,0.0,1.0,89.0,431.65,2.0,6.0,21.85,1.0,13.0,35.75,0.0,0.0,0.0,1.0,7.0,22.28333333333333,1.0,15.0,76.5,1.0,60.0,223.0,0.0,0.0,0.0,1.0,13.0,40.733333333333334,0.0,0.0,0.0,2.0,10.0,10.966666666666667,1.0,17.0,83.58333333333334,3.0,276.0,555.4166666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,176.0,340.28333333333336
1924,29,893,2485.2333333333336,3.0,10.0,14.783333333333333,4.0,36.0,96.96666666666667,0.0,0.0,0.0,1.0,1.0,1.7166666666666666,4.0,53.0,204.3,1.0,20.0,21.333333333333332,2.0,8.0,6.0,3.0,49.0,117.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,327.0,1039.3333333333335,0.0,0.0,0.0,1.0,6.0,27.5,2.0,138.0,206.6,1.0,1.0,3.216666666666667,1.0,17.0,14.45,3.0,227.0,731.0666666666666
1925,19,640,1959.8666666666668,0.0,0.0,0.0,1.0,14.0,13.299999999999999,3.0,253.0,473.54999999999995,4.0,20.0,80.36666666666666,2.0,29.0,165.61666666666667,1.0,21.0,130.9,1.0,5.0,17.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,508.20000000000005,0.0,0.0,0.0,1.0,14.0,30.333333333333332,3.0,150.0,490.18333333333334,1.0,5.0,25.166666666666664,1.0,8.0,24.666666666666668,0.0,0.0,0.0
1926,20,933,3853.3,0.0,0.0,0.0,1.0,22.0,50.599999999999994,0.0,0.0,0.0,2.0,12.0,51.08333333333333,1.0,8.0,26.666666666666668,0.0,0.0,0.0,4.0,14.0,26.116666666666667,0.0,0.0,0.0,2.0,220.0,1386.6666666666667,0.0,0.0,0.0,1.0,15.0,67.75,4.0,351.0,1186.55,0.0,0.0,0.0,1.0,17.0,55.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,63.666666666666664,3.0,264.0,938.6666666666667
1927,18,612,2305.8,3.0,11.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,30.950000000000003,1.0,22.0,90.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,152.85,5.0,368.0,1398.3666666666668,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,51.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,534.7
1928,27,585,1618.2833333333333,4.0,21.0,57.666666666666664,1.0,8.0,32.0,0.0,0.0,0.0,1.0,1.0,1.65,3.0,19.0,88.25,1.0,121.0,260.15,5.0,21.0,113.88333333333333,0.0,0.0,0.0,2.0,122.0,570.9166666666666,0.0,0.0,0.0,5.0,70.0,167.2,1.0,108.0,70.2,1.0,4.0,21.533333333333335,1.0,23.0,136.08333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,81.6,1.0,49.0,17.15
1929,19,691,2262.6,3.0,9.0,9.566666666666666,1.0,21.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,29.916666666666668,0.0,0.0,0.0,2.0,10.0,39.733333333333334,0.0,0.0,0.0,1.0,111.0,638.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,139.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,179.0,433.76666666666665,0.0,0.0,0.0,2.0,39.0,92.9,4.0,252.0,864.4833333333333
1930,17,399,1309.6333333333332,2.0,10.0,14.566666666666668,1.0,20.0,117.66666666666667,1.0,26.0,84.5,2.0,11.0,45.13333333333334,1.0,22.0,143.73333333333332,0.0,0.0,0.0,2.0,10.0,52.93333333333333,0.0,0.0,0.0,1.0,89.0,256.6166666666667,0.0,0.0,0.0,3.0,45.0,122.03333333333333,1.0,57.0,160.55,1.0,2.0,0.43333333333333335,1.0,10.0,46.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,265.1333333333333
1931,17,569,2135.9833333333336,0.0,0.0,0.0,3.0,51.0,180.58333333333334,0.0,0.0,0.0,1.0,7.0,42.35,1.0,5.0,21.416666666666664,0.0,0.0,0.0,2.0,7.0,34.63333333333333,1.0,6.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,34.2,3.0,236.0,871.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,627.0833333333334,0.0,0.0,0.0,1.0,6.0,26.5,2.0,92.0,259.6666666666667
1932,17,484,1958.5,4.0,17.0,27.85,1.0,8.0,13.466666666666667,0.0,0.0,0.0,1.0,6.0,23.2,1.0,11.0,39.6,0.0,0.0,0.0,5.0,19.0,62.81666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.8666666666666667,3.0,293.0,1071.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,718.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,16,549,1670.25,2.0,8.0,30.366666666666667,1.0,23.0,105.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,179.76666666666665,0.0,0.0,0.0,2.0,6.0,28.233333333333334,2.0,31.0,165.58333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,449.0,1161.2666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,34,1051,4295.85,3.0,13.0,27.816666666666666,2.0,18.0,81.75,1.0,76.0,200.13333333333333,4.0,19.0,48.93333333333334,1.0,11.0,11.0,0.0,0.0,0.0,3.0,11.0,65.65,2.0,26.0,40.13333333333334,1.0,21.0,9.8,0.0,0.0,0.0,2.0,8.0,33.93333333333334,3.0,120.0,262.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,386.0,1760.7,1.0,7.0,11.783333333333333,2.0,34.0,106.63333333333333,4.0,301.0,1635.3333333333333
1935,26,757,2189.8166666666666,3.0,17.0,43.016666666666666,3.0,39.0,137.53333333333336,0.0,0.0,0.0,4.0,13.0,68.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,57.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.8,4.0,188.0,753.95,0.0,0.0,0.0,1.0,5.0,23.75,2.0,227.0,454.78333333333336,0.0,0.0,0.0,2.0,31.0,38.333333333333336,4.0,220.0,603.5166666666667
1936,11,328,1326.75,3.0,8.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,26.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,30.066666666666666,3.0,164.0,643.5833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,27.333333333333336,1.0,124.0,564.1999999999999
1937,20,694,2645.983333333333,1.0,3.0,11.75,1.0,17.0,49.86666666666666,0.0,0.0,0.0,3.0,6.0,35.31666666666667,2.0,17.0,110.81666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,60.400000000000006,1.0,95.0,492.4166666666667,0.0,0.0,0.0,1.0,13.0,37.916666666666664,3.0,255.0,747.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,170.0,700.7333333333333,0.0,0.0,0.0,1.0,6.0,4.6000000000000005,2.0,88.0,394.40000000000003
1938,16,292,1141.0666666666666,1.0,2.0,4.866666666666666,1.0,9.0,20.85,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,85.61666666666667,0.0,0.0,0.0,1.0,6.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,125.41666666666667,1.0,21.0,108.15,1.0,5.0,20.166666666666664,0.0,0.0,0.0,1.0,76.0,416.73333333333335,0.0,0.0,0.0,1.0,6.0,9.4,1.0,80.0,310.6666666666667
1939,27,1286,3642.75,2.0,8.0,49.53333333333334,1.0,6.0,11.100000000000001,1.0,118.0,37.36666666666667,3.0,14.0,42.46666666666667,3.0,45.0,172.26666666666668,1.0,87.0,205.9,0.0,0.0,0.0,1.0,4.0,25.4,1.0,125.0,691.6666666666666,0.0,0.0,0.0,1.0,15.0,10.75,6.0,420.0,835.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,263.0,763.4,0.0,0.0,0.0,1.0,6.0,23.9,3.0,175.0,773.8
1940,23,372,1032.1166666666668,6.0,22.0,82.91666666666666,0.0,0.0,0.0,1.0,43.0,50.16666666666667,2.0,7.0,29.916666666666668,1.0,15.0,55.75,1.0,80.0,168.0,2.0,8.0,15.6,1.0,11.0,42.71666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,65.56666666666666,2.0,75.0,188.85,0.0,0.0,0.0,2.0,10.0,38.583333333333336,2.0,47.0,189.68333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,104.36666666666667
1941,23,616,1829.7,5.0,24.0,88.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,43.65,2.0,18.0,95.6,2.0,115.0,434.03333333333336,3.0,6.0,18.549999999999997,1.0,19.0,69.35,2.0,158.0,96.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,117.0,0.0,0.0,0.0,1.0,15.0,30.0,1.0,74.0,213.36666666666667,1.0,1.0,4.666666666666667,0.0,0.0,0.0,1.0,116.0,618.6666666666666
1942,22,640,2758.8999999999996,3.0,13.0,69.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,28.416666666666668,2.0,35.0,125.01666666666667,0.0,0.0,0.0,1.0,5.0,5.083333333333333,2.0,34.0,167.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,155.48333333333332,4.0,339.0,1572.85,0.0,0.0,0.0,3.0,39.0,60.55,1.0,114.0,488.3,0.0,0.0,0.0,1.0,14.0,86.33333333333334,0.0,0.0,0.0
