X_实时推理GPU需求_等效GPU,Y_实时推理执行时长_分钟,X_批量推理GPU需求_等效GPU,Y_批量推理执行时长_分钟,X_AI训练GPU需求_等效GPU,Y_AI训练执行时长_分钟
6,121,18.0,371.0,121.0,124.0
1,360,5.0,159.0,33.0,80.0
3,281,5.0,230.0,124.0,89.0
4,143,10.0,302.0,115.0,293.0
6,12,19.0,323.0,25.0,70.0
5,74,20.0,170.0,88.0,268.0
3,48,9.0,118.0,53.0,252.0
4,93,16.0,104.0,125.0,217.0
1,382,7.0,323.0,66.0,174.0
7,48,6.0,256.0,57.0,335.0
6,311,10.0,286.0,93.0,154.0
4,297,20.0,110.0,105.0,163.0
7,312,23.0,277.0,79.0,321.0
6,250,15.0,263.0,58.0,151.0
2,90,14.0,310.0,125.0,312.0
7,351,15.0,90.0,38.0,74.0
1,382,8.0,323.0,73.0,46.0
3,151,21.0,287.0,36.0,399.0
7,269,8.0,161.0,81.0,261.0
2,246,20.0,275.0,107.0,318.0
6,203,22.0,211.0,51.0,87.0
1,319,14.0,313.0,46.0,31.0
7,158,8.0,184.0,51.0,189.0
6,57,6.0,235.0,27.0,153.0
2,371,11.0,319.0,69.0,99.0
4,116,21.0,156.0,22.0,164.0
6,322,14.0,323.0,93.0,278.0
1,83,13.0,147.0,33.0,333.0
7,32,20.0,97.0,102.0,77.0
6,384,20.0,289.0,59.0,385.0
2,311,15.0,230.0,49.0,151.0
6,345,19.0,367.0,44.0,119.0
2,241,13.0,352.0,108.0,11.0
5,90,22.0,184.0,102.0,77.0
2,54,21.0,398.0,102.0,326.0
4,207,11.0,216.0,71.0,366.0
4,57,8.0,37.0,54.0,228.0
6,386,23.0,375.0,55.0,166.0
1,184,23.0,354.0,86.0,116.0
3,224,12.0,210.0,59.0,237.0
4,357,5.0,52.0,33.0,99.0
4,214,12.0,225.0,119.0,105.0
4,337,23.0,77.0,106.0,383.0
4,202,15.0,79.0,38.0,69.0
3,45,23.0,23.0,53.0,344.0
7,169,16.0,109.0,41.0,338.0
4,318,10.0,237.0,16.0,349.0
5,263,21.0,294.0,69.0,340.0
4,298,21.0,167.0,35.0,269.0
6,59,16.0,290.0,53.0,307.0
7,50,6.0,290.0,38.0,382.0
5,100,20.0,194.0,73.0,314.0
2,89,12.0,35.0,49.0,239.0
3,304,12.0,220.0,37.0,204.0
4,83,20.0,103.0,85.0,59.0
2,100,10.0,16.0,19.0,351.0
3,35,9.0,237.0,72.0,291.0
4,305,19.0,12.0,37.0,211.0
1,145,4.0,42.0,77.0,178.0
1,28,11.0,229.0,28.0,43.0
7,222,14.0,189.0,42.0,28.0
7,213,20.0,173.0,37.0,235.0
4,107,19.0,108.0,109.0,151.0
5,370,23.0,107.0,102.0,144.0
6,227,8.0,257.0,25.0,57.0
5,204,17.0,369.0,102.0,291.0
2,35,12.0,233.0,44.0,46.0
1,195,21.0,366.0,125.0,208.0
1,131,12.0,223.0,76.0,357.0
6,200,15.0,159.0,22.0,186.0
7,384,5.0,322.0,76.0,161.0
6,259,18.0,88.0,58.0,188.0
3,313,7.0,103.0,77.0,63.0
4,386,18.0,136.0,113.0,391.0
5,372,11.0,239.0,78.0,360.0
1,147,19.0,243.0,86.0,315.0
3,89,15.0,83.0,103.0,194.0
1,247,15.0,301.0,65.0,309.0
1,322,13.0,392.0,80.0,392.0
7,247,4.0,105.0,56.0,291.0
2,157,17.0,172.0,104.0,136.0
3,391,22.0,385.0,96.0,38.0
1,320,4.0,239.0,82.0,326.0
7,155,14.0,43.0,54.0,96.0
2,16,22.0,77.0,116.0,291.0
2,243,22.0,268.0,52.0,361.0
3,367,4.0,14.0,114.0,395.0
2,126,17.0,244.0,92.0,84.0
7,10,16.0,71.0,116.0,91.0
3,234,9.0,350.0,21.0,13.0
7,321,13.0,360.0,99.0,159.0
7,16,15.0,46.0,103.0,223.0
6,368,14.0,302.0,73.0,275.0
2,367,9.0,159.0,50.0,282.0
3,341,15.0,264.0,18.0,265.0
6,164,15.0,81.0,19.0,284.0
4,350,5.0,126.0,26.0,344.0
5,271,13.0,394.0,114.0,321.0
5,113,8.0,170.0,49.0,170.0
7,367,6.0,245.0,34.0,13.0
6,251,13.0,147.0,86.0,42.0
7,195,6.0,142.0,107.0,178.0
1,158,21.0,205.0,105.0,86.0
4,335,20.0,384.0,17.0,109.0
6,306,23.0,11.0,68.0,15.0
7,240,21.0,171.0,110.0,231.0
6,396,5.0,65.0,21.0,329.0
5,316,13.0,297.0,50.0,308.0
7,229,5.0,341.0,71.0,262.0
7,10,12.0,174.0,107.0,337.0
1,226,17.0,52.0,57.0,165.0
6,63,4.0,98.0,32.0,81.0
5,96,23.0,379.0,75.0,314.0
3,334,16.0,133.0,70.0,369.0
7,162,21.0,164.0,26.0,186.0
5,59,15.0,377.0,107.0,183.0
3,163,17.0,391.0,42.0,363.0
1,109,5.0,272.0,50.0,189.0
5,294,20.0,142.0,87.0,116.0
4,218,23.0,324.0,98.0,344.0
3,239,21.0,173.0,44.0,24.0
4,186,11.0,347.0,99.0,255.0
4,286,7.0,89.0,63.0,213.0
2,322,15.0,305.0,68.0,250.0
6,370,9.0,24.0,92.0,44.0
5,179,13.0,119.0,83.0,140.0
5,238,23.0,282.0,123.0,221.0
6,70,13.0,134.0,20.0,336.0
4,281,7.0,317.0,73.0,132.0
2,242,16.0,60.0,22.0,99.0
7,358,11.0,352.0,45.0,74.0
1,179,11.0,209.0,65.0,323.0
4,94,18.0,348.0,63.0,161.0
2,307,20.0,75.0,25.0,399.0
7,396,18.0,288.0,18.0,263.0
6,200,18.0,214.0,89.0,94.0
3,256,20.0,277.0,75.0,375.0
3,42,10.0,109.0,86.0,326.0
3,111,6.0,186.0,106.0,160.0
2,282,12.0,136.0,72.0,217.0
6,359,7.0,238.0,28.0,289.0
2,83,14.0,159.0,76.0,87.0
5,93,5.0,281.0,87.0,317.0
4,231,7.0,242.0,26.0,243.0
1,197,10.0,123.0,116.0,320.0
6,174,5.0,19.0,18.0,329.0
2,357,7.0,80.0,48.0,163.0
6,394,4.0,153.0,74.0,249.0
2,183,21.0,199.0,43.0,21.0
1,249,22.0,133.0,125.0,298.0
1,264,19.0,365.0,85.0,346.0
5,221,18.0,245.0,52.0,187.0
3,263,5.0,239.0,90.0,155.0
6,77,21.0,159.0,127.0,111.0
3,88,15.0,66.0,120.0,70.0
4,72,16.0,185.0,92.0,156.0
1,306,23.0,85.0,115.0,10.0
3,65,11.0,165.0,62.0,100.0
1,244,19.0,17.0,65.0,20.0
6,145,14.0,331.0,78.0,216.0
7,128,4.0,349.0,23.0,82.0
2,165,9.0,242.0,84.0,234.0
7,169,11.0,392.0,30.0,370.0
6,174,5.0,290.0,22.0,119.0
4,19,6.0,103.0,41.0,355.0
5,325,13.0,111.0,92.0,119.0
2,87,15.0,299.0,106.0,237.0
6,352,19.0,223.0,50.0,47.0
5,274,16.0,246.0,23.0,78.0
7,116,18.0,58.0,89.0,394.0
1,266,20.0,314.0,50.0,86.0
6,128,8.0,127.0,86.0,390.0
3,324,16.0,212.0,86.0,160.0
4,375,15.0,394.0,73.0,141.0
5,361,19.0,115.0,110.0,398.0
6,256,10.0,32.0,104.0,61.0
4,148,13.0,334.0,88.0,125.0
4,266,10.0,211.0,115.0,275.0
4,236,16.0,156.0,101.0,32.0
3,82,14.0,329.0,55.0,227.0
4,263,13.0,66.0,62.0,146.0
7,300,13.0,124.0,51.0,388.0
3,158,17.0,340.0,108.0,213.0
5,241,17.0,85.0,95.0,66.0
6,159,14.0,175.0,127.0,392.0
1,313,11.0,357.0,19.0,259.0
1,268,9.0,294.0,57.0,315.0
7,343,9.0,68.0,119.0,151.0
7,90,23.0,80.0,83.0,209.0
3,75,11.0,48.0,109.0,130.0
4,382,10.0,183.0,79.0,149.0
1,372,16.0,334.0,70.0,393.0
6,107,13.0,369.0,79.0,133.0
7,363,21.0,380.0,117.0,325.0
1,204,6.0,378.0,27.0,67.0
3,321,8.0,98.0,24.0,393.0
5,252,8.0,293.0,70.0,288.0
4,297,6.0,398.0,25.0,10.0
6,54,6.0,80.0,49.0,254.0
7,361,21.0,19.0,51.0,380.0
4,236,15.0,205.0,77.0,103.0
6,230,23.0,302.0,27.0,160.0
2,131,21.0,267.0,64.0,198.0
5,214,18.0,214.0,27.0,234.0
2,230,5.0,111.0,71.0,199.0
6,139,16.0,300.0,63.0,175.0
5,31,17.0,313.0,123.0,54.0
6,78,21.0,152.0,79.0,157.0
6,102,12.0,260.0,31.0,212.0
6,119,16.0,153.0,108.0,14.0
6,12,11.0,83.0,35.0,65.0
2,253,5.0,51.0,102.0,110.0
7,264,17.0,295.0,78.0,96.0
2,100,12.0,281.0,88.0,350.0
4,208,6.0,20.0,18.0,265.0
4,20,10.0,174.0,125.0,188.0
7,277,11.0,287.0,93.0,326.0
3,70,17.0,347.0,105.0,211.0
2,230,13.0,132.0,33.0,348.0
7,110,20.0,154.0,64.0,222.0
6,226,15.0,228.0,43.0,303.0
3,126,8.0,29.0,18.0,284.0
3,83,14.0,144.0,123.0,167.0
7,150,5.0,257.0,31.0,88.0
7,45,12.0,119.0,115.0,366.0
6,180,10.0,399.0,88.0,329.0
2,288,11.0,344.0,112.0,292.0
4,70,4.0,294.0,124.0,315.0
1,210,20.0,41.0,90.0,263.0
2,87,13.0,159.0,36.0,79.0
7,235,13.0,168.0,47.0,22.0
4,243,11.0,72.0,84.0,380.0
4,226,23.0,326.0,50.0,180.0
2,162,8.0,64.0,24.0,242.0
6,37,15.0,110.0,110.0,71.0
2,320,9.0,367.0,75.0,16.0
4,253,14.0,13.0,56.0,112.0
5,111,21.0,319.0,89.0,218.0
2,377,19.0,23.0,67.0,252.0
6,182,22.0,79.0,92.0,301.0
6,36,10.0,354.0,36.0,75.0
2,289,14.0,227.0,121.0,353.0
7,181,5.0,53.0,66.0,116.0
7,21,5.0,17.0,43.0,361.0
6,168,13.0,268.0,81.0,76.0
5,380,14.0,328.0,80.0,133.0
2,168,18.0,49.0,97.0,164.0
7,213,22.0,245.0,47.0,155.0
3,200,14.0,159.0,19.0,40.0
6,304,21.0,313.0,48.0,176.0
2,336,13.0,349.0,57.0,62.0
4,194,5.0,217.0,27.0,344.0
1,302,15.0,232.0,120.0,394.0
1,246,23.0,133.0,62.0,227.0
3,391,12.0,329.0,83.0,134.0
2,387,14.0,360.0,93.0,215.0
2,96,23.0,377.0,78.0,184.0
6,143,15.0,244.0,23.0,266.0
4,194,23.0,375.0,47.0,76.0
2,272,12.0,95.0,97.0,379.0
5,81,7.0,324.0,101.0,153.0
4,117,5.0,34.0,112.0,157.0
3,163,15.0,95.0,51.0,103.0
4,363,10.0,262.0,54.0,150.0
3,178,7.0,377.0,87.0,220.0
5,21,12.0,353.0,70.0,396.0
4,313,10.0,388.0,32.0,397.0
2,108,11.0,89.0,36.0,129.0
7,147,21.0,288.0,61.0,238.0
7,88,22.0,246.0,49.0,110.0
7,113,16.0,237.0,35.0,331.0
6,85,13.0,277.0,103.0,59.0
5,29,4.0,176.0,51.0,196.0
5,200,18.0,77.0,31.0,190.0
5,384,15.0,110.0,44.0,265.0
1,270,5.0,269.0,92.0,29.0
7,277,15.0,93.0,59.0,221.0
4,224,12.0,17.0,114.0,145.0
3,304,10.0,61.0,85.0,229.0
7,303,21.0,257.0,40.0,288.0
1,175,8.0,225.0,32.0,61.0
2,386,23.0,143.0,33.0,143.0
6,319,7.0,287.0,81.0,134.0
7,164,11.0,398.0,102.0,162.0
4,97,15.0,256.0,126.0,241.0
6,336,17.0,286.0,44.0,151.0
5,46,6.0,143.0,95.0,380.0
6,243,19.0,232.0,19.0,170.0
4,203,5.0,261.0,99.0,139.0
2,353,20.0,95.0,42.0,342.0
7,392,12.0,182.0,108.0,291.0
6,198,4.0,167.0,48.0,397.0
4,110,4.0,94.0,112.0,212.0
5,37,12.0,38.0,27.0,269.0
1,352,8.0,152.0,104.0,68.0
5,138,7.0,355.0,28.0,120.0
5,18,4.0,311.0,68.0,70.0
2,130,12.0,191.0,50.0,316.0
3,248,13.0,128.0,81.0,78.0
2,159,6.0,266.0,78.0,326.0
7,248,4.0,261.0,96.0,230.0
2,276,13.0,144.0,83.0,340.0
6,209,4.0,163.0,23.0,99.0
3,393,13.0,123.0,119.0,322.0
4,210,22.0,260.0,89.0,366.0
4,343,9.0,186.0,41.0,42.0
7,397,22.0,259.0,25.0,341.0
6,398,9.0,150.0,65.0,152.0
3,263,19.0,317.0,74.0,333.0
6,204,10.0,78.0,101.0,74.0
6,88,22.0,382.0,20.0,175.0
6,186,17.0,156.0,50.0,73.0
3,133,8.0,280.0,21.0,61.0
1,333,15.0,293.0,65.0,177.0
2,366,15.0,139.0,96.0,194.0
4,209,7.0,47.0,108.0,216.0
5,258,18.0,230.0,75.0,241.0
1,25,23.0,221.0,110.0,187.0
5,283,23.0,342.0,70.0,12.0
4,205,4.0,88.0,74.0,108.0
3,206,7.0,374.0,77.0,28.0
2,314,13.0,116.0,21.0,87.0
3,52,5.0,314.0,29.0,390.0
3,391,5.0,137.0,65.0,111.0
2,370,4.0,33.0,121.0,344.0
2,163,16.0,275.0,67.0,87.0
5,87,23.0,366.0,68.0,378.0
7,292,20.0,267.0,42.0,254.0
2,212,11.0,329.0,24.0,201.0
6,212,13.0,298.0,92.0,122.0
2,79,16.0,67.0,94.0,278.0
5,92,18.0,56.0,124.0,157.0
3,245,8.0,15.0,102.0,244.0
4,298,5.0,36.0,122.0,330.0
2,388,14.0,49.0,80.0,327.0
3,280,9.0,257.0,17.0,215.0
3,25,15.0,167.0,28.0,207.0
2,275,12.0,162.0,111.0,38.0
6,212,6.0,182.0,127.0,341.0
7,240,15.0,129.0,95.0,214.0
3,385,22.0,38.0,91.0,333.0
5,126,9.0,171.0,106.0,175.0
6,35,14.0,11.0,116.0,301.0
6,239,8.0,148.0,43.0,244.0
4,99,14.0,126.0,69.0,229.0
6,114,6.0,322.0,29.0,92.0
2,221,9.0,157.0,107.0,389.0
4,342,4.0,201.0,124.0,230.0
6,291,15.0,291.0,73.0,244.0
3,198,7.0,49.0,93.0,166.0
3,358,15.0,334.0,96.0,17.0
4,95,19.0,41.0,123.0,77.0
3,11,11.0,374.0,63.0,158.0
2,56,17.0,97.0,105.0,31.0
5,232,19.0,237.0,113.0,260.0
1,341,11.0,349.0,95.0,290.0
1,347,21.0,217.0,108.0,378.0
7,370,11.0,268.0,27.0,366.0
1,133,20.0,395.0,54.0,321.0
4,118,20.0,355.0,39.0,199.0
5,20,23.0,260.0,67.0,389.0
7,228,21.0,224.0,108.0,141.0
6,276,17.0,375.0,79.0,306.0
3,268,14.0,227.0,47.0,361.0
6,86,12.0,234.0,40.0,211.0
6,167,22.0,250.0,36.0,46.0
1,137,23.0,170.0,108.0,304.0
1,11,18.0,92.0,107.0,115.0
4,26,13.0,371.0,121.0,391.0
1,78,23.0,360.0,113.0,97.0
1,328,17.0,105.0,79.0,337.0
6,309,10.0,50.0,108.0,92.0
1,121,7.0,181.0,104.0,183.0
6,69,13.0,44.0,93.0,398.0
5,122,8.0,183.0,122.0,42.0
6,203,22.0,271.0,97.0,19.0
6,117,15.0,90.0,65.0,146.0
7,34,21.0,205.0,115.0,232.0
6,88,6.0,274.0,75.0,14.0
5,159,14.0,381.0,69.0,56.0
6,351,14.0,324.0,99.0,341.0
4,225,4.0,145.0,77.0,390.0
2,152,23.0,81.0,99.0,49.0
2,145,11.0,296.0,52.0,74.0
5,209,17.0,375.0,45.0,146.0
6,375,15.0,117.0,116.0,357.0
2,29,6.0,125.0,24.0,380.0
7,268,23.0,151.0,66.0,154.0
6,231,4.0,14.0,48.0,99.0
5,92,12.0,112.0,33.0,98.0
5,309,8.0,127.0,65.0,310.0
2,62,10.0,278.0,94.0,54.0
2,271,22.0,384.0,61.0,96.0
7,237,14.0,117.0,104.0,337.0
4,44,8.0,45.0,84.0,93.0
4,354,20.0,225.0,27.0,350.0
5,270,22.0,249.0,52.0,64.0
1,144,17.0,265.0,110.0,196.0
7,69,18.0,93.0,118.0,349.0
6,375,14.0,159.0,67.0,109.0
5,140,6.0,62.0,42.0,22.0
2,353,11.0,155.0,123.0,126.0
7,204,21.0,229.0,77.0,159.0
1,270,8.0,326.0,30.0,294.0
7,180,6.0,274.0,84.0,136.0
4,272,22.0,67.0,61.0,103.0
3,348,17.0,343.0,88.0,185.0
5,154,13.0,150.0,69.0,159.0
3,23,19.0,188.0,116.0,130.0
4,147,13.0,66.0,58.0,268.0
5,207,5.0,50.0,32.0,50.0
7,103,7.0,267.0,42.0,143.0
6,67,11.0,287.0,109.0,382.0
3,162,20.0,84.0,112.0,325.0
6,151,17.0,95.0,63.0,329.0
6,262,5.0,98.0,127.0,40.0
2,304,22.0,126.0,39.0,337.0
2,370,6.0,193.0,98.0,295.0
1,79,7.0,198.0,57.0,359.0
2,115,19.0,361.0,25.0,141.0
4,213,20.0,203.0,117.0,328.0
6,112,16.0,347.0,62.0,263.0
1,152,16.0,56.0,64.0,20.0
7,56,11.0,171.0,109.0,130.0
5,316,19.0,393.0,127.0,370.0
5,296,17.0,51.0,82.0,68.0
5,147,5.0,357.0,58.0,148.0
1,268,22.0,265.0,110.0,142.0
1,246,4.0,183.0,113.0,355.0
4,211,10.0,45.0,102.0,188.0
7,381,10.0,203.0,63.0,327.0
2,25,20.0,92.0,17.0,98.0
7,316,13.0,305.0,34.0,69.0
7,379,6.0,251.0,38.0,281.0
7,365,4.0,250.0,103.0,296.0
7,209,22.0,357.0,70.0,382.0
3,138,4.0,304.0,103.0,223.0
2,145,6.0,368.0,84.0,159.0
6,98,21.0,385.0,77.0,176.0
2,36,12.0,75.0,37.0,59.0
7,321,7.0,316.0,69.0,339.0
7,395,14.0,183.0,102.0,76.0
7,69,16.0,39.0,85.0,50.0
1,215,22.0,180.0,82.0,322.0
7,38,4.0,284.0,88.0,342.0
4,375,16.0,128.0,69.0,133.0
6,377,18.0,72.0,65.0,279.0
1,331,13.0,319.0,72.0,386.0
5,233,21.0,56.0,72.0,245.0
1,117,22.0,357.0,101.0,383.0
4,238,22.0,190.0,27.0,299.0
6,96,22.0,41.0,61.0,285.0
7,306,14.0,15.0,113.0,97.0
3,328,16.0,221.0,41.0,393.0
6,254,10.0,142.0,51.0,356.0
5,81,23.0,395.0,44.0,105.0
5,17,21.0,131.0,91.0,196.0
6,207,11.0,377.0,71.0,225.0
4,22,7.0,137.0,99.0,243.0
3,17,20.0,181.0,33.0,244.0
1,298,11.0,260.0,127.0,242.0
7,322,10.0,181.0,89.0,290.0
4,386,18.0,101.0,113.0,264.0
5,309,11.0,344.0,109.0,356.0
1,149,9.0,188.0,111.0,31.0
7,147,18.0,376.0,87.0,210.0
7,278,4.0,159.0,73.0,138.0
1,31,10.0,326.0,71.0,134.0
5,389,14.0,241.0,39.0,102.0
1,330,6.0,370.0,63.0,35.0
4,18,11.0,175.0,54.0,199.0
7,196,22.0,71.0,26.0,277.0
7,96,9.0,304.0,60.0,388.0
5,17,19.0,144.0,62.0,185.0
7,41,10.0,153.0,96.0,315.0
1,62,17.0,297.0,34.0,374.0
3,167,13.0,52.0,72.0,354.0
3,170,21.0,134.0,30.0,36.0
3,326,12.0,146.0,66.0,234.0
4,382,17.0,161.0,112.0,359.0
5,399,6.0,163.0,112.0,321.0
1,194,17.0,228.0,114.0,325.0
3,255,19.0,146.0,107.0,99.0
2,289,22.0,242.0,33.0,218.0
5,338,10.0,336.0,44.0,306.0
2,351,18.0,105.0,54.0,108.0
7,316,4.0,207.0,88.0,366.0
6,140,9.0,234.0,33.0,218.0
1,362,13.0,283.0,123.0,110.0
6,252,21.0,261.0,116.0,121.0
1,272,14.0,210.0,21.0,237.0
3,51,18.0,261.0,67.0,391.0
1,395,20.0,22.0,53.0,190.0
6,224,20.0,336.0,71.0,245.0
4,231,16.0,287.0,123.0,364.0
4,386,23.0,216.0,112.0,120.0
1,255,9.0,370.0,31.0,355.0
6,54,4.0,364.0,95.0,17.0
2,89,8.0,199.0,17.0,364.0
4,187,9.0,321.0,65.0,62.0
1,66,23.0,262.0,43.0,86.0
5,260,16.0,297.0,50.0,302.0
7,219,11.0,243.0,115.0,35.0
1,383,11.0,161.0,123.0,221.0
5,164,8.0,276.0,120.0,258.0
6,329,22.0,219.0,99.0,257.0
6,56,11.0,291.0,73.0,290.0
4,393,4.0,117.0,63.0,392.0
1,290,14.0,365.0,107.0,147.0
1,99,19.0,247.0,66.0,62.0
3,87,12.0,297.0,43.0,305.0
2,149,16.0,175.0,25.0,307.0
6,24,19.0,222.0,33.0,273.0
6,121,20.0,34.0,96.0,239.0
4,232,16.0,384.0,78.0,394.0
1,231,8.0,302.0,74.0,263.0
6,121,5.0,224.0,58.0,291.0
3,94,23.0,185.0,16.0,191.0
2,394,17.0,257.0,40.0,198.0
3,158,21.0,83.0,126.0,26.0
2,297,4.0,283.0,25.0,303.0
6,58,15.0,318.0,108.0,326.0
3,208,14.0,98.0,52.0,40.0
4,296,4.0,165.0,120.0,199.0
7,206,16.0,87.0,21.0,60.0
2,245,6.0,46.0,91.0,219.0
7,108,6.0,258.0,100.0,36.0
6,315,18.0,176.0,76.0,166.0
4,82,4.0,256.0,62.0,30.0
4,105,18.0,225.0,47.0,262.0
3,42,13.0,273.0,72.0,241.0
4,356,22.0,161.0,49.0,224.0
2,259,11.0,248.0,77.0,193.0
4,81,12.0,264.0,72.0,174.0
2,373,14.0,193.0,123.0,258.0
2,252,16.0,183.0,28.0,308.0
3,190,4.0,177.0,114.0,72.0
2,279,13.0,326.0,117.0,382.0
3,85,11.0,75.0,124.0,70.0
7,80,9.0,209.0,53.0,19.0
3,177,15.0,187.0,106.0,248.0
6,223,23.0,351.0,23.0,171.0
3,158,21.0,40.0,35.0,206.0
7,232,8.0,124.0,89.0,232.0
6,17,15.0,77.0,116.0,132.0
3,201,21.0,183.0,19.0,187.0
5,47,8.0,394.0,85.0,78.0
3,323,16.0,91.0,71.0,125.0
4,396,16.0,392.0,90.0,86.0
1,329,19.0,268.0,31.0,358.0
2,185,18.0,279.0,127.0,212.0
3,239,8.0,307.0,51.0,319.0
1,228,18.0,42.0,16.0,173.0
4,235,11.0,208.0,53.0,268.0
6,299,8.0,14.0,35.0,183.0
5,375,15.0,214.0,93.0,119.0
1,40,21.0,148.0,45.0,213.0
5,14,18.0,352.0,102.0,185.0
7,255,7.0,356.0,40.0,113.0
6,25,20.0,206.0,42.0,30.0
1,92,17.0,117.0,20.0,80.0
3,225,18.0,106.0,72.0,178.0
5,117,23.0,260.0,91.0,168.0
7,318,21.0,341.0,87.0,307.0
5,121,5.0,377.0,57.0,105.0
7,105,13.0,355.0,118.0,86.0
4,259,4.0,180.0,48.0,329.0
1,258,15.0,145.0,38.0,74.0
7,109,23.0,198.0,98.0,13.0
6,124,10.0,299.0,22.0,121.0
7,285,20.0,53.0,89.0,97.0
6,262,9.0,277.0,32.0,340.0
7,373,9.0,359.0,59.0,139.0
2,335,18.0,78.0,19.0,128.0
6,269,13.0,371.0,118.0,31.0
7,32,21.0,326.0,19.0,205.0
7,356,6.0,306.0,107.0,297.0
6,152,17.0,293.0,123.0,172.0
7,293,17.0,184.0,117.0,312.0
3,371,16.0,188.0,75.0,399.0
6,106,8.0,317.0,85.0,118.0
2,11,6.0,37.0,71.0,299.0
6,164,7.0,203.0,76.0,174.0
6,308,10.0,80.0,72.0,327.0
6,185,6.0,44.0,62.0,227.0
7,178,22.0,321.0,72.0,14.0
7,305,4.0,41.0,83.0,169.0
3,228,8.0,316.0,126.0,242.0
6,212,17.0,183.0,56.0,77.0
7,53,23.0,27.0,84.0,106.0
2,366,11.0,107.0,59.0,102.0
3,67,8.0,393.0,32.0,22.0
2,100,15.0,292.0,76.0,52.0
5,390,16.0,43.0,71.0,63.0
4,208,13.0,237.0,31.0,332.0
5,166,21.0,305.0,75.0,309.0
5,197,21.0,103.0,25.0,49.0
1,60,23.0,91.0,98.0,280.0
3,185,18.0,11.0,52.0,296.0
4,350,23.0,138.0,25.0,278.0
5,362,7.0,365.0,116.0,64.0
4,271,18.0,340.0,119.0,96.0
5,371,12.0,342.0,34.0,32.0
7,367,15.0,77.0,27.0,141.0
3,138,6.0,312.0,27.0,23.0
4,201,18.0,213.0,16.0,273.0
3,182,19.0,176.0,21.0,200.0
1,372,11.0,270.0,112.0,275.0
6,61,22.0,186.0,115.0,320.0
7,275,23.0,147.0,40.0,376.0
5,263,21.0,276.0,51.0,242.0
2,300,18.0,148.0,87.0,176.0
6,169,4.0,56.0,118.0,152.0
2,383,5.0,331.0,61.0,388.0
1,35,16.0,210.0,33.0,287.0
1,278,8.0,169.0,76.0,259.0
5,100,13.0,148.0,116.0,211.0
6,150,5.0,102.0,126.0,339.0
7,31,5.0,278.0,65.0,359.0
4,40,19.0,160.0,84.0,202.0
5,128,4.0,80.0,19.0,374.0
6,254,7.0,179.0,36.0,258.0
5,303,16.0,129.0,16.0,106.0
3,15,16.0,275.0,33.0,399.0
7,265,15.0,52.0,62.0,320.0
2,150,13.0,56.0,18.0,213.0
6,321,10.0,383.0,65.0,210.0
1,356,14.0,135.0,97.0,141.0
5,284,23.0,239.0,60.0,352.0
4,207,12.0,39.0,44.0,194.0
3,80,15.0,60.0,23.0,172.0
1,108,8.0,131.0,60.0,325.0
3,183,18.0,303.0,108.0,162.0
7,93,14.0,69.0,80.0,78.0
3,257,21.0,235.0,84.0,169.0
3,301,18.0,230.0,70.0,36.0
7,372,20.0,22.0,58.0,132.0
1,253,18.0,250.0,27.0,212.0
6,258,4.0,191.0,72.0,174.0
1,77,14.0,214.0,74.0,117.0
6,268,16.0,372.0,74.0,336.0
7,43,16.0,169.0,22.0,275.0
6,23,19.0,44.0,120.0,79.0
6,85,22.0,319.0,68.0,54.0
4,328,4.0,152.0,116.0,30.0
1,97,9.0,115.0,74.0,375.0
6,85,17.0,133.0,48.0,31.0
3,24,7.0,194.0,104.0,104.0
3,194,20.0,358.0,125.0,89.0
2,311,13.0,377.0,67.0,351.0
4,149,9.0,172.0,92.0,142.0
7,62,6.0,221.0,76.0,132.0
5,145,16.0,113.0,34.0,348.0
2,178,7.0,112.0,47.0,94.0
3,327,14.0,305.0,88.0,315.0
1,250,17.0,231.0,63.0,189.0
4,205,19.0,368.0,122.0,343.0
1,224,17.0,167.0,75.0,189.0
2,206,14.0,24.0,62.0,13.0
7,347,19.0,170.0,27.0,229.0
5,348,14.0,110.0,59.0,309.0
4,286,4.0,35.0,95.0,18.0
2,284,6.0,106.0,61.0,232.0
6,41,14.0,106.0,60.0,253.0
2,111,13.0,26.0,37.0,21.0
5,55,17.0,181.0,76.0,253.0
5,29,13.0,175.0,101.0,28.0
6,168,7.0,255.0,56.0,370.0
1,380,21.0,309.0,115.0,376.0
6,161,20.0,386.0,71.0,362.0
7,247,11.0,146.0,17.0,200.0
7,189,13.0,100.0,30.0,269.0
4,353,5.0,191.0,21.0,394.0
2,213,10.0,144.0,31.0,178.0
7,69,19.0,192.0,94.0,111.0
3,54,23.0,38.0,86.0,14.0
3,377,15.0,153.0,104.0,216.0
5,385,7.0,130.0,99.0,197.0
6,242,15.0,201.0,95.0,153.0
3,331,10.0,124.0,71.0,309.0
7,70,21.0,383.0,96.0,223.0
2,221,16.0,325.0,64.0,38.0
6,92,13.0,78.0,40.0,232.0
7,51,4.0,184.0,126.0,67.0
2,352,10.0,355.0,127.0,185.0
2,185,8.0,108.0,81.0,57.0
7,396,18.0,320.0,68.0,256.0
5,300,17.0,126.0,40.0,125.0
7,289,17.0,27.0,125.0,228.0
1,171,21.0,165.0,64.0,111.0
3,254,8.0,265.0,106.0,348.0
2,123,6.0,150.0,72.0,259.0
6,385,18.0,206.0,87.0,315.0
2,50,9.0,111.0,65.0,335.0
