TaskID,任务类型,源区域,目标区域,到达小时,开工小时,等待_h,时延_ms,是否迁移
20730,AITraining,RegionD,RegionF,1140,1172,32.0,25.0,True
14301,AITraining,RegionD,RegionE,1138,1138,0.0,22.0,True
11784,BatchInference,RegionD,RegionE,1139,1172,33.0,22.0,True
32791,BatchInference,RegionA,RegionE,1140,1143,3.0,78.0,True
46074,BatchInference,RegionA,RegionD,1137,1137,0.0,65.0,True
48992,BatchInference,RegionF,RegionD,1141,1152,11.0,25.0,True
41119,BatchInference,RegionD,RegionD,1136,1136,0.0,5.0,False
42497,BatchInference,RegionE,RegionD,1140,1143,3.0,22.0,True
18853,BatchInference,RegionB,RegionF,1140,1166,26.0,79.0,True
20874,BatchInference,RegionB,RegionB,1140,1143,3.0,5.0,False
49483,BatchInference,RegionE,RegionE,1138,1138,0.0,5.0,False
5123,AITraining,RegionC,RegionA,1140,1145,5.0,15.0,True
19255,AITraining,RegionE,RegionA,1137,1137,0.0,78.0,True
47101,AITraining,RegionE,RegionE,1137,1137,0.0,5.0,False
9299,AITraining,RegionF,RegionF,1139,1146,7.0,5.0,False
8908,AITraining,RegionC,RegionD,1135,1135,0.0,58.0,True
33580,AITraining,RegionD,RegionF,1135,1135,0.0,25.0,True
43244,BatchInference,RegionD,RegionC,1135,1135,0.0,58.0,True
16175,BatchInference,RegionA,RegionB,1140,1173,33.0,12.0,True
38960,BatchInference,RegionD,RegionD,1135,1135,0.0,5.0,False
17,BatchInference,RegionD,RegionA,1138,1171,33.0,65.0,True
13502,BatchInference,RegionC,RegionC,1140,1173,33.0,5.0,False
26261,BatchInference,RegionD,RegionF,1137,1137,0.0,25.0,True
6646,BatchInference,RegionB,RegionE,1138,1167,29.0,74.0,True
40676,BatchInference,RegionA,RegionA,1138,1171,33.0,5.0,False
36182,BatchInference,RegionA,RegionD,1134,1134,0.0,65.0,True
13620,AITraining,RegionD,RegionD,1138,1138,0.0,5.0,False
26454,AITraining,RegionA,RegionD,1139,1169,30.0,65.0,True
15743,AITraining,RegionC,RegionD,1134,1134,0.0,58.0,True
23637,AITraining,RegionE,RegionC,1136,1136,0.0,70.0,True
17747,AITraining,RegionE,RegionF,1138,1166,28.0,18.0,True
14836,AITraining,RegionF,RegionD,1138,1143,5.0,25.0,True
24897,AITraining,RegionE,RegionC,1139,1173,34.0,70.0,True
14,BatchInference,RegionB,RegionB,1139,1163,24.0,5.0,False
8137,BatchInference,RegionD,RegionD,1139,1152,13.0,5.0,False
48965,BatchInference,RegionE,RegionE,1135,1135,0.0,5.0,False
44680,BatchInference,RegionD,RegionE,1138,1169,31.0,22.0,True
26166,BatchInference,RegionA,RegionB,1135,1135,0.0,12.0,True
14184,AITraining,RegionD,RegionE,1137,1137,0.0,22.0,True
4655,AITraining,RegionF,RegionF,1136,1136,0.0,5.0,False
19966,AITraining,RegionF,RegionE,1135,1135,0.0,18.0,True
7053,AITraining,RegionD,RegionB,1135,1135,0.0,60.0,True
49367,BatchInference,RegionA,RegionB,1138,1151,13.0,12.0,True
28196,BatchInference,RegionD,RegionB,1137,1170,33.0,60.0,True
47455,BatchInference,RegionD,RegionF,1132,1132,0.0,25.0,True
11627,BatchInference,RegionD,RegionD,1133,1133,0.0,5.0,False
26841,BatchInference,RegionA,RegionD,1137,1152,15.0,65.0,True
34976,BatchInference,RegionB,RegionD,1136,1136,0.0,60.0,True
27282,AITraining,RegionD,RegionD,1137,1137,0.0,5.0,False
20832,AITraining,RegionF,RegionF,1134,1134,0.0,5.0,False
27128,AITraining,RegionF,RegionE,1132,1132,0.0,18.0,True
8431,AITraining,RegionD,RegionB,1137,1137,0.0,60.0,True
20815,AITraining,RegionD,RegionD,1133,1133,0.0,5.0,False
23401,AITraining,RegionE,RegionA,1134,1134,0.0,78.0,True
16473,AITraining,RegionD,RegionE,1137,1167,30.0,22.0,True
44759,BatchInference,RegionD,RegionD,1136,1136,0.0,5.0,False
10462,BatchInference,RegionA,RegionD,1131,1131,0.0,65.0,True
2132,BatchInference,RegionA,RegionD,1132,1132,0.0,65.0,True
8837,BatchInference,RegionB,RegionF,1136,1170,34.0,79.0,True
12382,BatchInference,RegionE,RegionC,1134,1134,0.0,70.0,True
7117,AITraining,RegionC,RegionB,1136,1136,0.0,14.0,True
35566,AITraining,RegionD,RegionD,1130,1130,0.0,5.0,False
21483,AITraining,RegionD,RegionC,1133,1133,0.0,58.0,True
46357,BatchInference,RegionB,RegionE,1134,1134,0.0,74.0,True
18329,BatchInference,RegionB,RegionA,1135,1135,0.0,12.0,True
29971,BatchInference,RegionB,RegionF,1133,1133,0.0,79.0,True
46446,BatchInference,RegionE,RegionE,1134,1134,0.0,5.0,False
16888,AITraining,RegionE,RegionB,1135,1135,0.0,74.0,True
9529,AITraining,RegionF,RegionE,1134,1134,0.0,18.0,True
9615,AITraining,RegionF,RegionF,1131,1131,0.0,5.0,False
8888,AITraining,RegionB,RegionD,1134,1134,0.0,60.0,True
21962,AITraining,RegionD,RegionA,1130,1130,0.0,65.0,True
32269,BatchInference,RegionC,RegionB,1132,1132,0.0,14.0,True
16722,BatchInference,RegionB,RegionF,1134,1134,0.0,79.0,True
7883,BatchInference,RegionF,RegionE,1129,1129,0.0,18.0,True
34465,AITraining,RegionD,RegionB,1133,1133,0.0,60.0,True
14965,AITraining,RegionE,RegionE,1130,1130,0.0,5.0,False
30316,AITraining,RegionF,RegionD,1128,1128,0.0,25.0,True
35901,AITraining,RegionD,RegionF,1130,1130,0.0,25.0,True
11306,AITraining,RegionE,RegionD,1130,1130,0.0,22.0,True
41233,AITraining,RegionB,RegionA,1134,1136,2.0,12.0,True
39930,AITraining,RegionD,RegionC,1130,1130,0.0,58.0,True
13724,BatchInference,RegionB,RegionD,1132,1132,0.0,60.0,True
47169,BatchInference,RegionA,RegionD,1133,1133,0.0,65.0,True
21036,BatchInference,RegionA,RegionD,1132,1132,0.0,65.0,True
23027,AITraining,RegionE,RegionD,1131,1131,0.0,22.0,True
2119,AITraining,RegionD,RegionE,1127,1127,0.0,22.0,True
26462,AITraining,RegionD,RegionF,1132,1132,0.0,25.0,True
34481,AITraining,RegionF,RegionD,1130,1130,0.0,25.0,True
38525,AITraining,RegionD,RegionF,1128,1128,0.0,25.0,True
33571,BatchInference,RegionA,RegionC,1128,1128,0.0,15.0,True
49061,BatchInference,RegionC,RegionD,1128,1128,0.0,58.0,True
391,BatchInference,RegionD,RegionE,1131,1131,0.0,22.0,True
24737,BatchInference,RegionB,RegionD,1131,1164,33.0,60.0,True
17785,BatchInference,RegionC,RegionB,1128,1128,0.0,14.0,True
11126,BatchInference,RegionB,RegionD,1133,1136,3.0,60.0,True
27362,BatchInference,RegionC,RegionD,1133,1136,3.0,58.0,True
19582,BatchInference,RegionB,RegionB,1131,1166,35.0,5.0,False
2700,BatchInference,RegionD,RegionE,1132,1143,11.0,22.0,True
48942,AITraining,RegionD,RegionB,1132,1132,0.0,60.0,True
46416,AITraining,RegionD,RegionC,1131,1131,0.0,58.0,True
21375,AITraining,RegionE,RegionD,1127,1127,0.0,22.0,True
34706,AITraining,RegionB,RegionF,1126,1126,0.0,79.0,True
9459,AITraining,RegionC,RegionB,1128,1128,0.0,14.0,True
28872,AITraining,RegionE,RegionE,1127,1127,0.0,5.0,False
19331,BatchInference,RegionA,RegionB,1131,1143,12.0,12.0,True
22390,BatchInference,RegionC,RegionE,1130,1170,40.0,70.0,True
6698,BatchInference,RegionB,RegionB,1131,1168,37.0,5.0,False
29173,BatchInference,RegionC,RegionD,1131,1152,21.0,58.0,True
36951,BatchInference,RegionB,RegionE,1129,1129,0.0,74.0,True
42087,BatchInference,RegionB,RegionE,1130,1142,12.0,74.0,True
1320,BatchInference,RegionB,RegionD,1127,1127,0.0,60.0,True
21787,BatchInference,RegionD,RegionD,1128,1128,0.0,5.0,False
49843,BatchInference,RegionD,RegionD,1128,1128,0.0,5.0,False
12907,BatchInference,RegionE,RegionD,1132,1136,4.0,22.0,True
38223,AITraining,RegionD,RegionB,1130,1130,0.0,60.0,True
18667,AITraining,RegionF,RegionA,1126,1126,0.0,82.0,True
43525,AITraining,RegionE,RegionF,1128,1128,0.0,18.0,True
46098,BatchInference,RegionE,RegionB,1131,1131,0.0,74.0,True
48848,BatchInference,RegionA,RegionD,1126,1126,0.0,65.0,True
14828,BatchInference,RegionD,RegionD,1126,1126,0.0,5.0,False
49333,BatchInference,RegionF,RegionE,1130,1130,0.0,18.0,True
13362,BatchInference,RegionA,RegionD,1126,1126,0.0,65.0,True
14644,BatchInference,RegionD,RegionE,1130,1130,0.0,22.0,True
30404,BatchInference,RegionB,RegionE,1129,1129,0.0,74.0,True
33233,BatchInference,RegionC,RegionD,1130,1173,43.0,58.0,True
25920,AITraining,RegionE,RegionC,1128,1128,0.0,70.0,True
9435,AITraining,RegionD,RegionD,1126,1126,0.0,5.0,False
31310,AITraining,RegionD,RegionF,1127,1127,0.0,25.0,True
7467,AITraining,RegionD,RegionE,1127,1127,0.0,22.0,True
43943,AITraining,RegionD,RegionB,1127,1127,0.0,60.0,True
31106,AITraining,RegionD,RegionD,1127,1127,0.0,5.0,False
42282,AITraining,RegionA,RegionD,1128,1128,0.0,65.0,True
21778,AITraining,RegionD,RegionD,1129,1129,0.0,5.0,False
20256,BatchInference,RegionA,RegionA,1127,1127,0.0,5.0,False
44958,BatchInference,RegionF,RegionD,1125,1125,0.0,25.0,True
37778,BatchInference,RegionB,RegionB,1129,1173,44.0,5.0,False
45275,BatchInference,RegionB,RegionE,1124,1124,0.0,74.0,True
38242,BatchInference,RegionA,RegionD,1127,1127,0.0,65.0,True
32585,AITraining,RegionE,RegionB,1124,1124,0.0,74.0,True
25208,AITraining,RegionB,RegionE,1124,1124,0.0,74.0,True
17845,AITraining,RegionE,RegionA,1125,1125,0.0,78.0,True
2652,AITraining,RegionD,RegionD,1128,1128,0.0,5.0,False
30838,AITraining,RegionD,RegionF,1128,1128,0.0,25.0,True
20451,BatchInference,RegionE,RegionF,1125,1125,0.0,18.0,True
41355,BatchInference,RegionD,RegionD,1128,1166,38.0,5.0,False
16893,BatchInference,RegionC,RegionC,1128,1165,37.0,5.0,False
36579,BatchInference,RegionD,RegionD,1127,1127,0.0,5.0,False
4782,AITraining,RegionC,RegionC,1123,1123,0.0,5.0,False
13664,AITraining,RegionD,RegionD,1128,1136,8.0,5.0,False
26076,AITraining,RegionD,RegionD,1122,1122,0.0,5.0,False
7308,BatchInference,RegionB,RegionD,1125,1125,0.0,60.0,True
28754,BatchInference,RegionD,RegionD,1124,1124,0.0,5.0,False
41296,BatchInference,RegionD,RegionD,1124,1124,0.0,5.0,False
47336,AITraining,RegionD,RegionF,1123,1123,0.0,25.0,True
1401,AITraining,RegionE,RegionD,1125,1125,0.0,22.0,True
41185,AITraining,RegionF,RegionD,1126,1126,0.0,25.0,True
5684,AITraining,RegionE,RegionD,1122,1122,0.0,22.0,True
21863,AITraining,RegionC,RegionE,1122,1122,0.0,70.0,True
18181,AITraining,RegionF,RegionF,1124,1124,0.0,5.0,False
38653,AITraining,RegionF,RegionD,1122,1122,0.0,25.0,True
31430,AITraining,RegionE,RegionE,1124,1124,0.0,5.0,False
19246,BatchInference,RegionA,RegionA,1121,1121,0.0,5.0,False
15720,BatchInference,RegionD,RegionC,1127,1127,0.0,58.0,True
14990,AITraining,RegionD,RegionD,1124,1124,0.0,5.0,False
6473,BatchInference,RegionF,RegionC,1127,1127,0.0,76.0,True
12725,BatchInference,RegionA,RegionD,1123,1123,0.0,65.0,True
18048,BatchInference,RegionC,RegionE,1121,1121,0.0,70.0,True
48414,BatchInference,RegionE,RegionC,1124,1124,0.0,70.0,True
4790,BatchInference,RegionB,RegionB,1122,1122,0.0,5.0,False
6953,BatchInference,RegionA,RegionA,1122,1122,0.0,5.0,False
33330,BatchInference,RegionB,RegionC,1125,1125,0.0,14.0,True
1173,AITraining,RegionF,RegionE,1120,1120,0.0,18.0,True
19083,AITraining,RegionD,RegionA,1123,1123,0.0,65.0,True
44912,AITraining,RegionF,RegionD,1124,1124,0.0,25.0,True
11038,BatchInference,RegionE,RegionE,1126,1126,0.0,5.0,False
30912,BatchInference,RegionD,RegionE,1126,1126,0.0,22.0,True
6675,BatchInference,RegionD,RegionB,1123,1123,0.0,60.0,True
6140,BatchInference,RegionA,RegionD,1120,1120,0.0,65.0,True
31595,AITraining,RegionF,RegionD,1121,1121,0.0,25.0,True
18405,AITraining,RegionF,RegionF,1122,1122,0.0,5.0,False
40932,AITraining,RegionD,RegionC,1125,1125,0.0,58.0,True
4965,AITraining,RegionA,RegionA,1124,1124,0.0,5.0,False
36877,AITraining,RegionA,RegionB,1120,1120,0.0,12.0,True
29791,BatchInference,RegionE,RegionE,1125,1126,1.0,5.0,False
35477,BatchInference,RegionD,RegionE,1120,1120,0.0,22.0,True
4721,BatchInference,RegionE,RegionF,1119,1119,0.0,18.0,True
19705,BatchInference,RegionA,RegionE,1122,1122,0.0,78.0,True
40736,BatchInference,RegionB,RegionD,1119,1119,0.0,60.0,True
7332,BatchInference,RegionF,RegionC,1125,1126,1.0,76.0,True
42587,BatchInference,RegionC,RegionE,1123,1123,0.0,70.0,True
14265,BatchInference,RegionE,RegionD,1124,1124,0.0,22.0,True
20080,BatchInference,RegionB,RegionA,1121,1121,0.0,12.0,True
7604,BatchInference,RegionB,RegionE,1122,1122,0.0,74.0,True
523,AITraining,RegionF,RegionC,1119,1119,0.0,76.0,True
2567,AITraining,RegionD,RegionA,1120,1120,0.0,65.0,True
7961,AITraining,RegionF,RegionE,1121,1121,0.0,18.0,True
40893,AITraining,RegionD,RegionD,1119,1119,0.0,5.0,False
14480,AITraining,RegionE,RegionB,1121,1121,0.0,74.0,True
24546,AITraining,RegionD,RegionF,1121,1121,0.0,25.0,True
22571,AITraining,RegionB,RegionF,1121,1121,0.0,79.0,True
43986,AITraining,RegionF,RegionD,1119,1119,0.0,25.0,True
25932,AITraining,RegionD,RegionD,1123,1123,0.0,5.0,False
3171,BatchInference,RegionC,RegionB,1121,1121,0.0,14.0,True
33268,BatchInference,RegionE,RegionD,1124,1124,0.0,22.0,True
31629,BatchInference,RegionF,RegionF,1119,1119,0.0,5.0,False
42838,BatchInference,RegionE,RegionD,1122,1122,0.0,22.0,True
17058,AITraining,RegionE,RegionF,1117,1117,0.0,18.0,True
6680,AITraining,RegionD,RegionB,1123,1123,0.0,60.0,True
40480,AITraining,RegionD,RegionE,1119,1119,0.0,22.0,True
38106,AITraining,RegionD,RegionD,1118,1118,0.0,5.0,False
40135,AITraining,RegionE,RegionB,1119,1119,0.0,74.0,True
37292,AITraining,RegionD,RegionD,1118,1118,0.0,5.0,False
45565,AITraining,RegionE,RegionA,1121,1121,0.0,78.0,True
20104,AITraining,RegionF,RegionE,1117,1117,0.0,18.0,True
25522,AITraining,RegionF,RegionD,1122,1124,2.0,25.0,True
24007,AITraining,RegionF,RegionF,1118,1118,0.0,5.0,False
3920,BatchInference,RegionD,RegionD,1119,1119,0.0,5.0,False
762,BatchInference,RegionB,RegionA,1118,1118,0.0,12.0,True
38930,BatchInference,RegionA,RegionD,1119,1119,0.0,65.0,True
40239,BatchInference,RegionD,RegionD,1117,1117,0.0,5.0,False
8954,BatchInference,RegionA,RegionE,1122,1125,3.0,78.0,True
4061,AITraining,RegionD,RegionE,1118,1118,0.0,22.0,True
12792,AITraining,RegionD,RegionF,1119,1119,0.0,25.0,True
37780,AITraining,RegionE,RegionC,1121,1121,0.0,70.0,True
41123,AITraining,RegionD,RegionD,1119,1119,0.0,5.0,False
7097,AITraining,RegionB,RegionA,1118,1118,0.0,12.0,True
33876,AITraining,RegionE,RegionB,1117,1117,0.0,74.0,True
6282,BatchInference,RegionE,RegionD,1116,1116,0.0,22.0,True
28837,BatchInference,RegionB,RegionD,1119,1119,0.0,60.0,True
19149,BatchInference,RegionB,RegionC,1116,1116,0.0,14.0,True
38467,BatchInference,RegionC,RegionD,1116,1116,0.0,58.0,True
10741,BatchInference,RegionD,RegionB,1122,1126,4.0,60.0,True
41666,BatchInference,RegionA,RegionE,1119,1167,48.0,78.0,True
21738,BatchInference,RegionA,RegionD,1118,1118,0.0,65.0,True
21409,BatchInference,RegionF,RegionD,1120,1123,3.0,25.0,True
29805,BatchInference,RegionF,RegionF,1119,1119,0.0,5.0,False
1215,BatchInference,RegionB,RegionD,1117,1117,0.0,60.0,True
46940,AITraining,RegionC,RegionF,1119,1119,0.0,76.0,True
25327,AITraining,RegionD,RegionD,1116,1116,0.0,5.0,False
1450,AITraining,RegionD,RegionE,1119,1119,0.0,22.0,True
16447,AITraining,RegionD,RegionC,1116,1116,0.0,58.0,True
41764,AITraining,RegionA,RegionA,1118,1118,0.0,5.0,False
22292,AITraining,RegionE,RegionB,1118,1118,0.0,74.0,True
21887,AITraining,RegionF,RegionC,1120,1126,6.0,76.0,True
23305,AITraining,RegionF,RegionB,1121,1126,5.0,79.0,True
14875,AITraining,RegionF,RegionE,1120,1125,5.0,18.0,True
49232,AITraining,RegionE,RegionE,1115,1115,0.0,5.0,False
31830,AITraining,RegionE,RegionF,1121,1135,14.0,18.0,True
37817,AITraining,RegionD,RegionA,1119,1171,52.0,65.0,True
34670,BatchInference,RegionD,RegionF,1116,1116,0.0,25.0,True
5085,AITraining,RegionD,RegionF,1119,1173,54.0,25.0,True
45970,BatchInference,RegionB,RegionD,1117,1117,0.0,60.0,True
15092,BatchInference,RegionF,RegionE,1119,1172,53.0,18.0,True
7134,BatchInference,RegionD,RegionF,1121,1161,40.0,25.0,True
17500,AITraining,RegionF,RegionD,1117,1117,0.0,25.0,True
22516,AITraining,RegionE,RegionF,1116,1116,0.0,18.0,True
33008,AITraining,RegionD,RegionE,1117,1117,0.0,22.0,True
45791,AITraining,RegionF,RegionD,1114,1114,0.0,25.0,True
46725,BatchInference,RegionB,RegionD,1119,1123,4.0,60.0,True
1775,BatchInference,RegionD,RegionA,1114,1114,0.0,65.0,True
42476,BatchInference,RegionD,RegionB,1119,1148,29.0,60.0,True
18779,BatchInference,RegionF,RegionE,1116,1116,0.0,18.0,True
32765,BatchInference,RegionA,RegionD,1114,1114,0.0,65.0,True
27310,BatchInference,RegionC,RegionA,1116,1116,0.0,15.0,True
38157,BatchInference,RegionA,RegionD,1115,1115,0.0,65.0,True
24432,BatchInference,RegionE,RegionF,1114,1114,0.0,18.0,True
43548,AITraining,RegionA,RegionC,1119,1130,11.0,15.0,True
20867,AITraining,RegionD,RegionA,1116,1116,0.0,65.0,True
33374,AITraining,RegionF,RegionF,1114,1114,0.0,5.0,False
22499,AITraining,RegionB,RegionA,1119,1168,49.0,12.0,True
12580,AITraining,RegionF,RegionB,1114,1114,0.0,79.0,True
35998,AITraining,RegionA,RegionE,1115,1115,0.0,78.0,True
27456,AITraining,RegionF,RegionF,1119,1161,42.0,5.0,False
30671,BatchInference,RegionF,RegionD,1113,1113,0.0,25.0,True
22264,BatchInference,RegionB,RegionD,1116,1116,0.0,60.0,True
34825,AITraining,RegionD,RegionD,1113,1113,0.0,5.0,False
621,AITraining,RegionF,RegionE,1116,1116,0.0,18.0,True
38855,AITraining,RegionE,RegionF,1116,1116,0.0,18.0,True
27121,AITraining,RegionE,RegionD,1115,1115,0.0,22.0,True
19794,AITraining,RegionE,RegionE,1114,1114,0.0,5.0,False
23711,AITraining,RegionF,RegionB,1116,1116,0.0,79.0,True
22028,AITraining,RegionD,RegionF,1114,1114,0.0,25.0,True
42150,AITraining,RegionF,RegionE,1113,1113,0.0,18.0,True
14400,BatchInference,RegionC,RegionD,1117,1173,56.0,58.0,True
29538,BatchInference,RegionA,RegionE,1116,1163,47.0,78.0,True
2270,BatchInference,RegionA,RegionC,1113,1113,0.0,15.0,True
30291,BatchInference,RegionF,RegionF,1116,1169,53.0,5.0,False
37450,BatchInference,RegionB,RegionD,1114,1114,0.0,60.0,True
9492,BatchInference,RegionA,RegionD,1113,1113,0.0,65.0,True
21691,BatchInference,RegionF,RegionD,1115,1115,0.0,25.0,True
32251,BatchInference,RegionE,RegionD,1117,1152,35.0,22.0,True
3563,BatchInference,RegionB,RegionB,1116,1169,53.0,5.0,False
1185,AITraining,RegionF,RegionA,1112,1112,0.0,82.0,True
39701,AITraining,RegionE,RegionD,1113,1113,0.0,22.0,True
12153,AITraining,RegionF,RegionF,1117,1167,50.0,5.0,False
5695,BatchInference,RegionB,RegionF,1112,1112,0.0,79.0,True
17367,BatchInference,RegionD,RegionE,1112,1112,0.0,22.0,True
27625,BatchInference,RegionD,RegionE,1111,1111,0.0,22.0,True
25953,BatchInference,RegionD,RegionF,1111,1111,0.0,25.0,True
36584,BatchInference,RegionB,RegionD,1112,1112,0.0,60.0,True
41963,BatchInference,RegionB,RegionC,1113,1113,0.0,14.0,True
13953,AITraining,RegionD,RegionF,1115,1115,0.0,25.0,True
31176,AITraining,RegionF,RegionC,1114,1114,0.0,76.0,True
9913,AITraining,RegionD,RegionE,1113,1113,0.0,22.0,True
49813,AITraining,RegionC,RegionD,1112,1112,0.0,58.0,True
19317,AITraining,RegionA,RegionF,1111,1111,0.0,82.0,True
18520,AITraining,RegionD,RegionB,1116,1116,0.0,60.0,True
19527,AITraining,RegionA,RegionD,1113,1113,0.0,65.0,True
13718,AITraining,RegionD,RegionD,1114,1164,50.0,5.0,False
19184,AITraining,RegionE,RegionF,1114,1147,33.0,18.0,True
15001,AITraining,RegionA,RegionB,1113,1113,0.0,12.0,True
42999,BatchInference,RegionB,RegionE,1110,1110,0.0,74.0,True
29876,BatchInference,RegionD,RegionB,1116,1131,15.0,60.0,True
34892,AITraining,RegionD,RegionD,1111,1111,0.0,5.0,False
20461,BatchInference,RegionC,RegionB,1116,1171,55.0,14.0,True
36971,BatchInference,RegionB,RegionE,1114,1142,28.0,74.0,True
45542,AITraining,RegionA,RegionE,1109,1109,0.0,78.0,True
1184,AITraining,RegionE,RegionD,1110,1110,0.0,22.0,True
49119,AITraining,RegionD,RegionF,1112,1112,0.0,25.0,True
34158,AITraining,RegionE,RegionD,1110,1110,0.0,22.0,True
26695,AITraining,RegionF,RegionD,1114,1133,19.0,25.0,True
14867,AITraining,RegionE,RegionD,1114,1152,38.0,22.0,True
32051,AITraining,RegionD,RegionB,1109,1109,0.0,60.0,True
12894,BatchInference,RegionE,RegionD,1113,1123,10.0,22.0,True
6155,BatchInference,RegionC,RegionC,1112,1112,0.0,5.0,False
16317,AITraining,RegionE,RegionE,1114,1173,59.0,5.0,False
31476,BatchInference,RegionD,RegionD,1113,1143,30.0,5.0,False
16180,BatchInference,RegionE,RegionA,1115,1115,0.0,78.0,True
31732,BatchInference,RegionD,RegionA,1115,1115,0.0,65.0,True
11693,BatchInference,RegionD,RegionD,1115,1158,43.0,5.0,False
40852,BatchInference,RegionA,RegionE,1115,1167,52.0,78.0,True
27874,BatchInference,RegionC,RegionA,1111,1111,0.0,15.0,True
2878,AITraining,RegionF,RegionF,1113,1113,0.0,5.0,False
34524,AITraining,RegionD,RegionD,1110,1110,0.0,5.0,False
13629,AITraining,RegionF,RegionC,1110,1110,0.0,76.0,True
21866,AITraining,RegionE,RegionF,1108,1108,0.0,18.0,True
46195,AITraining,RegionE,RegionA,1114,1143,29.0,78.0,True
8877,AITraining,RegionD,RegionA,1108,1108,0.0,65.0,True
29914,AITraining,RegionE,RegionF,1113,1170,57.0,18.0,True
3695,AITraining,RegionD,RegionE,1109,1109,0.0,22.0,True
3118,AITraining,RegionD,RegionD,1111,1111,0.0,5.0,False
28117,AITraining,RegionE,RegionE,1111,1167,56.0,5.0,False
12665,AITraining,RegionF,RegionD,1112,1166,54.0,25.0,True
17899,AITraining,RegionF,RegionD,1112,1148,36.0,25.0,True
40415,AITraining,RegionD,RegionD,1108,1108,0.0,5.0,False
16899,BatchInference,RegionB,RegionE,1114,1129,15.0,74.0,True
35372,BatchInference,RegionD,RegionB,1110,1110,0.0,60.0,True
31835,BatchInference,RegionB,RegionE,1110,1110,0.0,74.0,True
35542,BatchInference,RegionC,RegionC,1113,1145,32.0,5.0,False
32875,BatchInference,RegionF,RegionD,1109,1109,0.0,25.0,True
39073,AITraining,RegionF,RegionD,1108,1108,0.0,25.0,True
33003,AITraining,RegionD,RegionB,1112,1112,0.0,60.0,True
43828,AITraining,RegionE,RegionB,1112,1173,61.0,74.0,True
8330,AITraining,RegionA,RegionE,1107,1107,0.0,78.0,True
3122,AITraining,RegionB,RegionF,1111,1143,32.0,79.0,True
6390,AITraining,RegionD,RegionF,1108,1108,0.0,25.0,True
18179,AITraining,RegionE,RegionD,1112,1173,61.0,22.0,True
37246,AITraining,RegionD,RegionC,1109,1142,33.0,58.0,True
22102,AITraining,RegionE,RegionD,1107,1107,0.0,22.0,True
7548,BatchInference,RegionE,RegionB,1108,1108,0.0,74.0,True
25312,BatchInference,RegionF,RegionE,1112,1164,52.0,18.0,True
14775,BatchInference,RegionD,RegionB,1109,1166,57.0,60.0,True
42203,BatchInference,RegionF,RegionD,1111,1169,58.0,25.0,True
30451,BatchInference,RegionB,RegionA,1112,1147,35.0,12.0,True
35592,BatchInference,RegionA,RegionD,1109,1143,34.0,65.0,True
12520,AITraining,RegionF,RegionD,1108,1108,0.0,25.0,True
48789,AITraining,RegionA,RegionA,1109,1109,0.0,5.0,False
38996,AITraining,RegionB,RegionC,1111,1165,54.0,14.0,True
46855,AITraining,RegionD,RegionD,1112,1136,24.0,5.0,False
38025,AITraining,RegionA,RegionC,1111,1162,51.0,15.0,True
35178,BatchInference,RegionA,RegionB,1107,1107,0.0,12.0,True
48973,BatchInference,RegionA,RegionA,1111,1173,62.0,5.0,False
3382,BatchInference,RegionD,RegionF,1110,1150,40.0,25.0,True
20335,BatchInference,RegionA,RegionD,1112,1158,46.0,65.0,True
35614,BatchInference,RegionC,RegionF,1107,1107,0.0,76.0,True
7013,BatchInference,RegionB,RegionD,1110,1123,13.0,60.0,True
40601,BatchInference,RegionD,RegionE,1110,1172,62.0,22.0,True
38760,BatchInference,RegionA,RegionE,1110,1142,32.0,78.0,True
26434,AITraining,RegionF,RegionF,1107,1107,0.0,5.0,False
30612,AITraining,RegionF,RegionD,1106,1106,0.0,25.0,True
377,AITraining,RegionE,RegionE,1106,1106,0.0,5.0,False
19335,AITraining,RegionE,RegionB,1111,1111,0.0,74.0,True
12545,BatchInference,RegionD,RegionF,1109,1173,64.0,25.0,True
23802,BatchInference,RegionD,RegionF,1111,1161,50.0,25.0,True
13873,BatchInference,RegionA,RegionC,1111,1169,58.0,15.0,True
30299,BatchInference,RegionB,RegionB,1111,1151,40.0,5.0,False
11444,BatchInference,RegionE,RegionB,1109,1147,38.0,74.0,True
28444,BatchInference,RegionC,RegionE,1108,1141,33.0,70.0,True
35473,BatchInference,RegionF,RegionB,1107,1107,0.0,79.0,True
16229,AITraining,RegionD,RegionD,1107,1107,0.0,5.0,False
24873,BatchInference,RegionA,RegionC,1107,1107,0.0,15.0,True
12286,BatchInference,RegionA,RegionD,1108,1142,34.0,65.0,True
10601,BatchInference,RegionB,RegionC,1107,1107,0.0,14.0,True
13280,BatchInference,RegionD,RegionC,1106,1106,0.0,58.0,True
1428,BatchInference,RegionE,RegionC,1110,1152,42.0,70.0,True
18555,AITraining,RegionF,RegionC,1106,1106,0.0,76.0,True
11767,AITraining,RegionA,RegionA,1104,1104,0.0,5.0,False
14315,AITraining,RegionD,RegionD,1107,1107,0.0,5.0,False
35347,AITraining,RegionF,RegionF,1105,1105,0.0,5.0,False
41238,AITraining,RegionF,RegionB,1107,1107,0.0,79.0,True
10094,AITraining,RegionF,RegionE,1103,1103,0.0,18.0,True
49645,AITraining,RegionE,RegionB,1108,1143,35.0,74.0,True
37335,AITraining,RegionF,RegionF,1108,1139,31.0,5.0,False
